,A3C_T_MAX,LEARNING_RATE,DISCOUNT_FACTOR,GRADIENT_CLIP,ENTROPY_TERM_STRENGTH,ADAM_EPS,REWARD_SCALE,WMG_MAX_MEMOS,WMG_MEMO_SIZE,WMG_NUM_LAYERS,WMG_NUM_ATTENTION_HEADS,WMG_ATTENTION_HEAD_SIZE,WMG_HIDDEN_SIZE,AC_HIDDEN_LAYER_SIZE,Original-SR,NAP-SR
74,56,-10.596634733096073,-0.020202707317519466,6.238324625039508,-13.815510557964274,-18.420680743952367,-0.6931471805599453,8,4.852030263919617,6,2,6.238324625039508,3.871201010907891,8.658692753689937,0.9926,0.9904
75,64,-12.429216196844383,-0.005012541823544286,5.545177444479562,-2.3025750930440454,-4.605170185988091,0.6931471805599453,16,5.19295685089021,10,12,5.545177444479562,4.1588830833596715,8.317766166719343,0.3221,0.3176
76,2,-11.042921835724492,-0.10536051565782628,6.238324625039508,-5.29811738654537,-13.815510557964274,3.4657359027997265,12,3.8066624897703196,1,20,6.238324625039508,2.772588722239781,7.965545573129992,0.9707,0.816
77,8,-10.596634733096073,-0.005012541823544286,0.6931471805599453,-2.3025750930440454,-4.605170185988091,0.6931471805599453,2,5.886104031450156,2,3,4.499809670330265,5.545177444479562,5.545177444479562,0.3176,0.3484
78,64,-10.596634733096073,-0.020202707317519466,5.545177444479562,-1.6094329124466003,-9.210340371976182,3.4657359027997265,16,4.1588830833596715,7,4,5.19295685089021,4.564348191467836,7.965545573129992,0.815,0.992
79,6,-11.974960924566787,-0.10536051565782628,4.852030263919617,-2.995712273753988,-23.025850929940457,1.3862943611198906,1,4.852030263919617,12,6,5.19295685089021,4.852030263919617,7.6246189861593985,0.9984,0.5409
80,56,-11.512925464970229,-0.01005033585350145,6.238324625039508,-1.6094329124466003,-13.815510557964274,2.0794415416798357,16,7.6246189861593985,9,10,4.499809670330265,3.4657359027997265,8.658692753689937,0.3879,0.6024
81,10,-11.042921835724492,-0.0020020026706730793,4.852030263919617,-4.6050701909877585,-18.420680743952367,-1.3862943611198906,8,7.272398392570047,8,10,4.1588830833596715,5.2574953720277815,8.317766166719343,0.4925,0.6406
82,6,-9.210340371976182,-0.6931471805599453,2.0794415416798357,-2.995712273753988,-4.605170185988091,3.4657359027997265,2,6.238324625039508,8,1,5.886104031450156,2.4849066497880004,6.238324625039508,0.813,0.3567
83,6,-11.974960924566787,-0.01005033585350145,3.4657359027997265,-2.995712273753988,-23.025850929940457,2.772588722239781,2,5.19295685089021,11,16,4.1588830833596715,3.4657359027997265,7.6246189861593985,0.9826,0.528
84,56,-8.740336742730447,-0.6931471805599453,6.931471805599453,-6.21410822338054,-9.210340371976182,1.3862943611198906,4,7.272398392570047,2,10,2.4849066497880004,5.950642552587727,7.6246189861593985,0.9971,0.9924
85,4,-9.210340371976182,-0.35667494393873245,3.4657359027997265,-13.815510557964274,-4.605170185988091,2.0794415416798357,1,4.852030263919617,6,8,4.1588830833596715,2.4849066497880004,5.19295685089021,1.0,0.9919
86,64,-9.672375831572742,-0.0020020026706730793,7.6246189861593985,-5.29811738654537,-9.210340371976182,0.0,2,6.579251212010101,7,20,5.545177444479562,2.772588722239781,6.579251212010101,0.2837,0.0
87,120,-11.512925464970229,-0.2231435513142097,5.545177444479562,-3.9119730066781044,-18.420680743952367,1.3862943611198906,1,7.6246189861593985,8,6,5.545177444479562,4.564348191467836,4.852030263919617,0.9836,0.0
88,3,-9.210340371976182,-0.05129329438755058,6.931471805599453,-3.9119730066781044,-27.631021115928547,2.772588722239781,6,5.886104031450156,5,4,4.1588830833596715,6.238324625039508,6.579251212010101,0.8499,0.9978
89,4,-11.042921835724492,-0.020202707317519466,6.931471805599453,-2.995712273753988,-23.025850929940457,1.3862943611198906,6,3.4657359027997265,11,10,3.4657359027997265,1.791759469228055,7.272398392570047,0.9904,0.9841
90,2,-8.294049640102028,-0.01005033585350145,3.4657359027997265,-4.6050701909877585,-23.025850929940457,2.0794415416798357,4,6.931471805599453,4,20,3.4657359027997265,5.2574953720277815,8.317766166719343,0.5531,0.3221
91,6,-7.824046010856292,-0.5108256237659907,7.6246189861593985,-13.815510557964274,-13.815510557964274,3.4657359027997265,1,6.579251212010101,6,3,2.4849066497880004,3.1780538303479458,5.886104031450156,0.9984,0.7437
92,40,-11.512925464970229,-0.2231435513142097,2.0794415416798357,-2.995712273753988,-23.025850929940457,4.1588830833596715,6,4.1588830833596715,5,12,6.238324625039508,3.1780538303479458,7.965545573129992,0.3221,0.3355
93,24,-11.974960924566787,-0.01005033585350145,1.3862943611198906,-5.29811738654537,-9.210340371976182,2.772588722239781,16,5.19295685089021,2,10,2.0794415416798357,3.1780538303479458,6.931471805599453,0.3765,0.3688
94,4,-9.210340371976182,-0.05129329438755058,7.6246189861593985,-3.9119730066781044,-23.025850929940457,2.772588722239781,8,3.8066624897703196,11,4,4.499809670330265,1.791759469228055,7.272398392570047,0.6481,0.8655
95,96,-10.126631103850338,-0.0020020026706730793,2.772588722239781,-6.21410822338054,-27.631021115928547,3.4657359027997265,6,6.931471805599453,7,2,2.772588722239781,1.791759469228055,4.1588830833596715,0.3567,0.0
96,20,-9.210340371976182,-0.5108256237659907,1.3862943611198906,-4.6050701909877585,-23.025850929940457,0.0,10,5.886104031450156,6,16,4.1588830833596715,4.852030263919617,7.965545573129992,0.4794,0.9856
97,6,-9.672375831572742,-0.5108256237659907,5.545177444479562,-2.3025750930440454,-13.815510557964274,-1.3862943611198906,8,4.499809670330265,8,12,3.1780538303479458,6.238324625039508,5.886104031450156,0.3355,0.3841
98,4,-7.824046010856292,-0.05129329438755058,6.238324625039508,-2.995712273753988,-4.605170185988091,2.772588722239781,6,4.499809670330265,2,12,2.4849066497880004,5.2574953720277815,5.19295685089021,0.9799,0.9916
99,1,-12.429216196844383,-0.05129329438755058,2.772588722239781,-5.29811738654537,-23.025850929940457,0.6931471805599453,2,7.6246189861593985,9,4,5.19295685089021,2.772588722239781,8.658692753689937,0.994,0.9957
100,12,-10.126631103850338,-0.35667494393873245,6.931471805599453,-13.815510557964274,-13.815510557964274,0.0,3,6.238324625039508,5,3,2.4849066497880004,5.2574953720277815,8.658692753689937,0.9953,0.519
101,1,-11.512925464970229,-0.6931471805599453,4.1588830833596715,-4.6050701909877585,-23.025850929940457,2.0794415416798357,1,4.1588830833596715,5,1,2.772588722239781,5.545177444479562,6.238324625039508,0.991,0.9855
102,64,-11.974960924566787,-0.5108256237659907,5.545177444479562,-1.6094329124466003,-13.815510557964274,4.1588830833596715,20,3.8066624897703196,8,16,3.1780538303479458,4.852030263919617,4.1588830833596715,0.3311,0.3176
103,64,-10.596634733096073,-0.01005033585350145,7.6246189861593985,-13.815510557964274,-4.605170185988091,3.4657359027997265,10,5.545177444479562,11,2,4.499809670330265,5.545177444479562,6.579251212010101,0.4451,0.0
104,3,-11.974960924566787,-0.05129329438755058,6.931471805599453,-5.29811738654537,-4.605170185988091,0.0,6,6.579251212010101,11,20,4.852030263919617,5.545177444479562,5.886104031450156,0.3442,0.5992
105,32,-8.294049640102028,-0.005012541823544286,3.4657359027997265,-1.6094329124466003,-23.025850929940457,4.852030263919617,10,3.8066624897703196,13,2,5.545177444479562,5.2574953720277815,8.317766166719343,0.3221,0.3952
106,96,-11.042921835724492,-0.020202707317519466,5.545177444479562,-4.6050701909877585,-18.420680743952367,2.0794415416798357,12,5.545177444479562,7,2,3.871201010907891,3.871201010907891,5.886104031450156,0.3567,0.3841
107,16,-10.126631103850338,-0.35667494393873245,7.6246189861593985,-1.6094329124466003,-4.605170185988091,-0.6931471805599453,2,3.8066624897703196,7,2,5.886104031450156,5.545177444479562,5.886104031450156,0.3484,0.3608
108,6,-8.740336742730447,-0.6931471805599453,6.931471805599453,-2.995712273753988,-27.631021115928547,-0.6931471805599453,10,5.19295685089021,11,10,5.886104031450156,1.791759469228055,5.545177444479562,0.3034,0.3221
109,20,-10.126631103850338,-0.5108256237659907,6.931471805599453,-4.6050701909877585,-9.210340371976182,3.4657359027997265,4,3.8066624897703196,6,16,3.871201010907891,2.0794415416798357,8.317766166719343,0.9966,0.9948
110,16,-8.294049640102028,-0.2231435513142097,4.852030263919617,-13.815510557964274,-23.025850929940457,1.3862943611198906,1,4.1588830833596715,5,6,3.871201010907891,3.4657359027997265,4.1588830833596715,0.6599,0.9975
111,8,-11.512925464970229,-0.0020020026706730793,7.6246189861593985,-2.3025750930440454,-4.605170185988091,0.0,1,3.8066624897703196,12,16,3.1780538303479458,3.871201010907891,6.238324625039508,0.3879,0.3355
112,48,-10.126631103850338,-0.35667494393873245,4.1588830833596715,-3.9119730066781044,-27.631021115928547,2.0794415416798357,20,6.579251212010101,2,1,2.772588722239781,2.4849066497880004,8.317766166719343,0.8504,0.7512
113,2,-7.824046010856292,-0.5108256237659907,3.4657359027997265,-1.6094329124466003,-27.631021115928547,2.772588722239781,12,6.579251212010101,8,10,3.4657359027997265,2.772588722239781,8.317766166719343,0.4599,0.4024
114,64,-11.974960924566787,-0.05129329438755058,4.852030263919617,-6.21410822338054,-13.815510557964274,4.852030263919617,12,6.238324625039508,11,6,2.0794415416798357,2.772588722239781,6.238324625039508,0.3355,0.2406
115,2,-12.429216196844383,-0.2231435513142097,3.4657359027997265,-4.6050701909877585,-9.210340371976182,1.3862943611198906,6,5.19295685089021,2,1,4.499809670330265,5.545177444479562,6.238324625039508,0.4684,0.4847
116,8,-11.512925464970229,-0.020202707317519466,6.238324625039508,-4.6050701909877585,-23.025850929940457,4.1588830833596715,8,3.8066624897703196,7,1,4.1588830833596715,1.791759469228055,6.579251212010101,0.607,0.5809
117,3,-10.126631103850338,-0.0020020026706730793,4.852030263919617,-2.3025750930440454,-27.631021115928547,2.772588722239781,6,3.8066624897703196,7,1,3.871201010907891,2.4849066497880004,8.317766166719343,0.9902,0.4389
118,48,-10.126631103850338,-0.5108256237659907,4.852030263919617,-6.21410822338054,-9.210340371976182,2.772588722239781,20,5.545177444479562,9,2,4.1588830833596715,6.238324625039508,5.545177444479562,0.9928,0.638
119,24,-11.042921835724492,-0.05129329438755058,2.0794415416798357,-6.21410822338054,-23.025850929940457,-0.6931471805599453,16,6.238324625039508,4,8,3.871201010907891,5.545177444479562,8.658692753689937,0.991,0.4261
120,6,-11.042921835724492,-0.5108256237659907,2.0794415416798357,-3.9119730066781044,-9.210340371976182,0.0,20,4.1588830833596715,13,2,2.772588722239781,5.950642552587727,7.6246189861593985,0.3727,0.4481
121,56,-9.210340371976182,-0.0020020026706730793,6.931471805599453,-1.6094329124466003,-27.631021115928547,4.852030263919617,20,5.19295685089021,11,8,2.772588722239781,4.1588830833596715,4.499809670330265,0.4541,0.4599
122,56,-9.210340371976182,-0.10536051565782628,3.4657359027997265,-13.815510557964274,-13.815510557964274,4.1588830833596715,2,4.852030263919617,8,12,2.0794415416798357,1.791759469228055,5.886104031450156,0.9934,0.0
123,20,-11.974960924566787,-0.5108256237659907,6.931471805599453,-2.3025750930440454,-18.420680743952367,4.852030263919617,16,7.6246189861593985,12,1,4.499809670330265,5.950642552587727,7.272398392570047,0.6892,0.4294
124,10,-10.126631103850338,-0.0020020026706730793,5.545177444479562,-5.29811738654537,-4.605170185988091,3.4657359027997265,2,7.6246189861593985,6,2,4.852030263919617,5.2574953720277815,4.852030263919617,0.9662,0.9918
125,2,-11.042921835724492,-0.01005033585350145,5.545177444479562,-5.29811738654537,-13.815510557964274,2.0794415416798357,6,5.545177444479562,7,8,5.545177444479562,4.852030263919617,4.1588830833596715,0.6699,0.9889
126,24,-11.974960924566787,-0.05129329438755058,1.3862943611198906,-2.3025750930440454,-13.815510557964274,1.3862943611198906,20,4.1588830833596715,6,2,5.19295685089021,5.2574953720277815,4.852030263919617,0.3355,0.3648
127,28,-10.596634733096073,-0.020202707317519466,2.0794415416798357,-6.21410822338054,-13.815510557964274,4.1588830833596715,10,6.931471805599453,13,8,2.772588722239781,5.2574953720277815,7.965545573129992,0.4024,0.5258
128,64,-11.974960924566787,-0.020202707317519466,6.238324625039508,-2.995712273753988,-4.605170185988091,2.0794415416798357,6,4.1588830833596715,4,8,6.238324625039508,4.1588830833596715,5.19295685089021,0.3442,0.3442
129,12,-11.512925464970229,-0.35667494393873245,1.3862943611198906,-3.9119730066781044,-4.605170185988091,4.1588830833596715,16,7.272398392570047,9,1,5.545177444479562,3.4657359027997265,8.317766166719343,0.3355,0.4195
130,6,-8.294049640102028,-0.020202707317519466,2.0794415416798357,-5.29811738654537,-9.210340371976182,4.852030263919617,3,7.272398392570047,8,1,4.1588830833596715,3.4657359027997265,7.6246189861593985,0.596,0.7335
131,12,-9.210340371976182,-0.0020020026706730793,3.4657359027997265,-1.6094329124466003,-9.210340371976182,4.1588830833596715,4,4.852030263919617,13,12,3.1780538303479458,3.4657359027997265,7.6246189861593985,0.3176,0.4712
132,120,-9.210340371976182,-0.01005033585350145,3.4657359027997265,-2.3025750930440454,-23.025850929940457,4.1588830833596715,10,4.1588830833596715,4,20,2.772588722239781,6.238324625039508,5.545177444479562,0.442,0.6174
133,2,-7.824046010856292,-0.01005033585350145,4.1588830833596715,-6.21410822338054,-27.631021115928547,4.1588830833596715,2,4.852030263919617,2,3,3.4657359027997265,4.1588830833596715,6.931471805599453,0.7475,0.5144
134,6,-9.672375831572742,-0.5108256237659907,2.772588722239781,-1.6094329124466003,-13.815510557964274,-1.3862943611198906,10,3.4657359027997265,7,16,3.871201010907891,2.772588722239781,6.238324625039508,0.3399,0.3399
135,3,-10.126631103850338,-0.2231435513142097,0.6931471805599453,-2.995712273753988,-4.605170185988091,2.0794415416798357,3,4.1588830833596715,1,6,4.499809670330265,5.545177444479562,8.658692753689937,0.3608,0.3484
136,6,-9.210340371976182,-0.01005033585350145,6.931471805599453,-13.815510557964274,-4.605170185988091,-1.3862943611198906,6,4.499809670330265,3,16,5.886104031450156,4.852030263919617,6.931471805599453,0.5927,0.3952
137,40,-11.974960924566787,-0.10536051565782628,2.772588722239781,-3.9119730066781044,-4.605170185988091,-1.3862943611198906,4,5.545177444479562,11,20,4.499809670330265,2.0794415416798357,4.499809670330265,0.3221,0.0
138,56,-8.294049640102028,-0.005012541823544286,0.6931471805599453,-4.6050701909877585,-27.631021115928547,0.0,6,5.545177444479562,1,20,3.871201010907891,2.772588722239781,7.272398392570047,0.3648,0.6418
139,40,-11.512925464970229,-0.5108256237659907,6.238324625039508,-2.995712273753988,-4.605170185988091,4.1588830833596715,16,6.238324625039508,13,16,4.852030263919617,1.791759469228055,6.238324625039508,0.4767,0.4162
140,56,-12.429216196844383,-0.020202707317519466,4.1588830833596715,-3.9119730066781044,-27.631021115928547,-1.3862943611198906,8,7.6246189861593985,2,8,3.1780538303479458,5.545177444479562,7.6246189861593985,0.3484,0.3355
141,4,-8.294049640102028,-0.05129329438755058,2.0794415416798357,-13.815510557964274,-13.815510557964274,4.1588830833596715,8,6.931471805599453,3,12,5.886104031450156,4.1588830833596715,7.6246189861593985,0.0,0.0
142,8,-11.512925464970229,-0.5108256237659907,5.545177444479562,-13.815510557964274,-13.815510557964274,0.6931471805599453,1,7.6246189861593985,4,1,3.871201010907891,3.1780538303479458,6.931471805599453,0.9926,0.6367
143,32,-8.740336742730447,-0.01005033585350145,3.4657359027997265,-13.815510557964274,-27.631021115928547,0.6931471805599453,6,5.19295685089021,13,1,5.545177444479562,3.4657359027997265,5.545177444479562,0.6085,0.7612
144,4,-10.126631103850338,-0.020202707317519466,4.852030263919617,-1.6094329124466003,-18.420680743952367,2.0794415416798357,3,5.886104031450156,12,12,3.871201010907891,5.950642552587727,6.931471805599453,0.3916,0.3608
145,16,-11.974960924566787,-0.020202707317519466,1.3862943611198906,-2.3025750930440454,-23.025850929940457,0.0,16,4.852030263919617,6,2,2.4849066497880004,3.4657359027997265,7.6246189861593985,0.3221,0.4294
146,20,-10.596634733096073,-0.01005033585350145,6.931471805599453,-2.3025750930440454,-9.210340371976182,3.4657359027997265,8,5.886104031450156,1,8,5.19295685089021,3.871201010907891,5.545177444479562,0.99,0.9905
147,2,-11.974960924566787,-0.020202707317519466,4.1588830833596715,-5.29811738654537,-4.605170185988091,0.0,20,6.931471805599453,13,12,2.0794415416798357,2.4849066497880004,4.499809670330265,0.3399,0.3311
148,12,-7.824046010856292,-0.05129329438755058,4.1588830833596715,-2.3025750930440454,-23.025850929940457,-1.3862943611198906,20,4.1588830833596715,11,12,3.871201010907891,3.4657359027997265,6.579251212010101,0.3267,0.3526
149,3,-8.294049640102028,-0.35667494393873245,6.238324625039508,-2.995712273753988,-18.420680743952367,2.0794415416798357,6,4.499809670330265,2,1,5.886104031450156,2.4849066497880004,6.579251212010101,0.88,0.8922
